"table_schema","table_name","table_size","table_size_p","indexes_size","indexes_size_p","total_size","total_size_p","row_count_approx","last_analyze","row_count_exact"
dwh_stage,s01_l_vehicle,4849664,"4736 kB",1081344,"1056 kB",5931008,"5792 kB",17098,2020-12-12 02:16:45,17098
dwh_dds,ref_deal_deposit_rate_forload,5636096,"5504 kB",0,"0 bytes",5636096,"5504 kB",741,2020-12-12 05:24:03,58391
dwh_stage,s01_t_bal_1_prt_with_flzo_2_prt_85_2007_01_01,3735552,"3648 kB",1900544,"1856 kB",5636096,"5504 kB",41294,2020-12-08 01:38:32,41294
dwh_stage,s01_tt_point_id,5505024,"5376 kB",0,"0 bytes",5505024,"5376 kB",128196,2020-12-12 02:02:27,128196
dwh_stage,s01_c_vallist_lng,3604480,"3520 kB",1867776,"1824 kB",5472256,"5344 kB",19767,2020-12-12 02:00:15,19767
dwh_dds,ref_deal_param_1_prt_guarantee,2916352,"2848 kB",2424832,"2368 kB",5341184,"5216 kB",0,,13290
dwh_stage,s01_u_rf_okato_std,3997696,"3904 kB",1343488,"1312 kB",5341184,"5216 kB",20322,2020-12-12 02:00:16,20322
dwh_stage,s01_g_ordaddress,3440640,"3360 kB",1867776,"1824 kB",5308416,"5184 kB",30892,2020-12-12 02:00:46,30892
dwh_stage,s01_t_bal_1_prt_no_flzo_2_prt_88_2007_04_01,3407872,"3328 kB",1867776,"1824 kB",5275648,"5152 kB",37077,2020-12-08 01:13:54,37077
dwh_stage,s01_sk_issuequotes,3538944,"3456 kB",1605632,"1568 kB",5144576,"5024 kB",24311,2020-12-12 02:00:58,24311
dwh_stage,s01_t_bal_1_prt_with_flzo_2_prt_94_2007_10_01,3276800,"3200 kB",1867776,"1824 kB",5144576,"5024 kB",37448,2020-12-08 01:39:05,37448
dwh_stage,s01_l_real_estate,3964928,"3872 kB",1081344,"1056 kB",5046272,"4928 kB",19682,2020-12-12 02:16:38,19682
pg_bitmapindex,pg_bm_673319,3145728,"3072 kB",1867776,"1824 kB",5013504,"4896 kB",0,,0
dwh_stage,s01_g_clifatcahst,3538944,"3456 kB",1343488,"1312 kB",4882432,"4768 kB",15728,2020-12-12 02:01:26,15728
dwh_stage,s01_t_bal_1_prt_no_flzo_2_prt_87_2007_03_01,3145728,"3072 kB",1703936,"1664 kB",4849664,"4736 kB",33578,2020-12-08 01:13:50,33578
dwh_polygon,dict_account_plan_tuleng,4554752,"4448 kB",0,"0 bytes",4554752,"4448 kB",16251,2020-12-07 02:29:47,16251
dwh_dds,dict_fatca,3145728,"3072 kB",1343488,"1312 kB",4489216,"4384 kB",15541,2020-12-12 05:06:41,15541
dwh_dds,dict_okato,3145728,"3072 kB",1343488,"1312 kB",4489216,"4384 kB",20322,2020-12-12 05:06:29,20322
dwh_dds,ref_user,2686976,"2624 kB",1703936,"1664 kB",4390912,"4288 kB",11413,2020-12-12 05:06:46,11413
dwh_stage,s01_t_bal_1_prt_no_flzo_2_prt_86_2007_02_01,2719744,"2656 kB",1605632,"1568 kB",4325376,"4224 kB",29692,2020-12-08 01:13:47,29692
dwh_stage,s01_s_safeord,2916352,"2848 kB",1343488,"1312 kB",4259840,"4160 kB",18629,2020-12-12 02:18:15,18629
dwh_bckp,amara_rating_hist,2883584,"2816 kB",1343488,"1312 kB",4227072,"4128 kB",0,,7854
pg_bitmapindex,pg_bm_947173,2359296,"2304 kB",1867776,"1824 kB",4227072,"4128 kB",0,,0
dwh_dds,ref_gen_agreement,262144,"256 kB",3899392,"3808 kB",4161536,"4064 kB",153,2020-11-09 11:22:38,154
dwh_dds,ref_sc_rating,262144,"256 kB",3899392,"3808 kB",4161536,"4064 kB",787,2020-12-12 05:14:29,787
dwh_stage,s01_st_dealdtl,2949120,"2880 kB",1081344,"1056 kB",4030464,"3936 kB",15288,2020-12-12 02:01:51,15288
dwh_stage,s01_t_deaprm_1_prt_dea_6100,2621440,"2560 kB",1343488,"1312 kB",3964928,"3872 kB",24349,2020-12-08 18:17:20,24353
dwh_dds,dict_calendar,2621440,"2560 kB",1277952,"1248 kB",3899392,"3808 kB",16436,2020-12-12 05:06:39,16436
dwh_polygon,s01_t_process_1_prt_stock,3801088,"3712 kB",0,"0 bytes",3801088,"3712 kB",0,,34137
pg_bitmapindex,pg_bm_83585,2359296,"2304 kB",1343488,"1312 kB",3702784,"3616 kB",0,,0
dwh_stage,s01_c_usr,3112960,"3040 kB",557056,"544 kB",3670016,"3584 kB",11755,2020-12-12 02:01:18,11755
pg_bitmapindex,pg_bm_673261,2097152,"2048 kB",1572864,"1536 kB",3670016,"3584 kB",0,,0
dwh_stage,s01_t_deaacc,2523136,"2464 kB",1081344,"1056 kB",3604480,"3520 kB",16016,2020-12-12 02:17:06,16016
dwh_dds,ref_sc_identcode,262144,"256 kB",3342336,"3264 kB",3604480,"3520 kB",680,2020-12-12 05:22:44,680
dwh_stage,s01_t_bal_1_prt_no_flzo_2_prt_84_2006_12_01,2097152,"2048 kB",1343488,"1312 kB",3440640,"3360 kB",23016,2020-12-08 01:13:40,23016
dwh_stage,s01_t_deaprm_1_prt_dea_9927,2359296,"2304 kB",1081344,"1056 kB",3440640,"3360 kB",22900,2020-12-08 18:17:47,23066
dwh_stage,s01_g_clifatca,2097152,"2048 kB",1310720,"1280 kB",3407872,"3328 kB",15541,2020-12-12 02:17:18,15541
dwh_stage,s01_t_bal_1_prt_with_flzo_2_prt_95_2007_11_01,1835008,"1792 kB",1343488,"1312 kB",3178496,"3104 kB",20203,2020-12-08 01:39:08,20203
dwh_stage,s01_t_bal_1_prt_no_flzo_2_prt_83_2006_11_01,1835008,"1792 kB",1343488,"1312 kB",3178496,"3104 kB",20110,2020-12-08 01:13:37,20110
pg_bitmapindex,pg_bm_686356,1835008,"1792 kB",1343488,"1312 kB",3178496,"3104 kB",0,,0
dwh_dds,ref_bank_corr_relation,262144,"256 kB",2785280,"2720 kB",3047424,"2976 kB",290,2020-11-09 11:18:48,290
dwh_polygon,s01_t_process_1_prt_bop_762,3014656,"2944 kB",0,"0 bytes",3014656,"2944 kB",0,,24782
dwh_stage,s01_t_deaprm_1_prt_dea_7009,1835008,"1792 kB",1081344,"1056 kB",2916352,"2848 kB",15312,2020-12-08 18:17:33,15312
dwh_stage,s01_t_deaprm_1_prt_dea_2041,1835008,"1792 kB",1081344,"1056 kB",2916352,"2848 kB",14628,2020-12-08 18:17:02,14628
dwh_dds,ref_deal_credit_rate_forload,2883584,"2816 kB",0,"0 bytes",2883584,"2816 kB",27386,2020-12-12 05:23:46,27386
dwh_dds,ref_deal_param_1_prt_credit_line,1736704,"1696 kB",1114112,"1088 kB",2850816,"2784 kB",0,,3540
dwh_stage,s01_t_bal_1_prt_no_flzo_2_prt_82_2006_10_01,1572864,"1536 kB",1212416,"1184 kB",2785280,"2720 kB",16724,2020-12-08 01:13:33,16724
dwh_dds,ref_deal_letter_credit,557056,"544 kB",2228224,"2176 kB",2785280,"2720 kB",475,2020-12-12 05:15:34,475
dwh_stage,s01_s_monord,1048576,"1024 kB",1671168,"1632 kB",2719744,"2656 kB",470,2020-12-12 02:06:54,470
dwh_stage,s01_sk_issueshddtl,2129920,"2080 kB",557056,"544 kB",2686976,"2624 kB",8404,2020-12-12 02:13:29,8404
dwh_stage,s03_zkred,2555904,"2496 kB",0,"0 bytes",2555904,"2496 kB",1601,2020-12-08 11:10:44,7606
dwh_stage,s01_t_bal_1_prt_no_flzo_2_prt_81_2006_09_01,1441792,"1408 kB",1081344,"1056 kB",2523136,"2464 kB",14807,2020-12-08 01:13:27,14807
dwh_stage,s01_t_deaprmdsc_std,1310720,"1280 kB",1114112,"1088 kB",2424832,"2368 kB",2117,2020-12-12 02:00:09,2117
dwh_dds,dict_currency,1835008,"1792 kB",557056,"544 kB",2392064,"2336 kB",1,2020-09-21 16:31:37,242
dwh_stage,s01_t_deaprd_std,1835008,"1792 kB",557056,"544 kB",2392064,"2336 kB",7684,2020-12-12 02:00:58,7684
dwh_stage,s01_t_bal_1_prt_no_flzo_2_prt_80_2006_08_01,1310720,"1280 kB",1081344,"1056 kB",2392064,"2336 kB",12930,2020-12-08 01:13:24,12930
dwh_stage,s01_t_oprchr_std,1802240,"1760 kB",557056,"544 kB",2359296,"2304 kB",4613,2020-12-12 02:03:36,4613
dwh_polygon,ref_deal_credit_rate_tmp,2359296,"2304 kB",0,"0 bytes",2359296,"2304 kB",0,,26341
dwh_dds,acc_anl_account_balance,884736,"864 kB",1474560,"1440 kB",2359296,"2304 kB",0,,97050818
dwh_dq,colvir_balance,2326528,"2272 kB",0,"0 bytes",2326528,"2272 kB",419,2020-11-09 18:32:52,14586
dwh_stage,s01_p_ord_id,2293760,"2240 kB",0,"0 bytes",2293760,"2240 kB",58376,2020-12-07 23:16:58,58376
dwh_stage,s01_g_identdocdsc_std,557056,"544 kB",1671168,"1632 kB",2228224,"2176 kB",65,2020-12-12 02:00:38,65
dwh_stage,s01_t_accgrp,1638400,"1600 kB",557056,"544 kB",2195456,"2144 kB",5197,2020-12-12 02:00:21,5197
dwh_dds,dict_tarif_cat,1605632,"1568 kB",557056,"544 kB",2162688,"2112 kB",1955,2020-12-12 05:06:29,1955
dwh_stage,s01_t_bal_1_prt_no_flzo_2_prt_79_2006_07_01,1048576,"1024 kB",1081344,"1056 kB",2129920,"2080 kB",11038,2020-12-08 01:13:20,11038
dwh_stage,s01_s_safe,1572864,"1536 kB",557056,"544 kB",2129920,"2080 kB",4243,2020-12-12 02:10:21,4243
dwh_stage,s01_u_rf_okved_std,1540096,"1504 kB",557056,"544 kB",2097152,"2048 kB",2278,2020-12-12 02:00:20,2278
dwh_dm,dm_z10_1_prt_12_2019_03_19,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:31,0
dwh_dm,dm_z10_1_prt_198_2022_10_11,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:55,0
dwh_dm,dm_z10_1_prt_10_2019_03_05,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:30,0
dwh_dm,dm_z10_1_prt_139_2021_08_24,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_145_2021_10_05,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_35_2019_08_27,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:33,0
dwh_dm,dm_z10_1_prt_110_2021_02_02,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_84_2020_08_04,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:37,0
dwh_dm,dm_z10_1_prt_34_2019_08_20,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:33,0
dwh_dm,dm_z10_1_prt_154_2021_12_07,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_15_2019_04_09,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:31,0
dwh_dm,dm_z10_1_prt_160_2022_01_18,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_other,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:55,0
dwh_dm,dm_z10_1_prt_192_2022_08_30,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_122_2021_04_27,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_117_2021_03_23,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_104_2020_12_22,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_126_2021_05_25,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_108_2021_01_19,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_28_2019_07_09,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:32,0
dwh_dm,dm_z10_1_prt_73_2020_05_19,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:36,0
dwh_dm,dm_z10_1_prt_185_2022_07_12,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_63_2020_03_10,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:35,0
dwh_dm,dm_z10_1_prt_144_2021_09_28,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_29_2019_07_16,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:32,0
dwh_dm,dm_z10_1_prt_74_2020_05_26,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:36,0
dwh_dm,dm_z10_1_prt_163_2022_02_08,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_149_2021_11_02,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_132_2021_07_06,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_53_2019_12_31,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:34,0
dwh_dm,dm_z10_1_prt_187_2022_07_26,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_136_2021_08_03,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_166_2022_03_01,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_118_2021_03_30,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_32_2019_08_06,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:33,0
dwh_dm,dm_z10_1_prt_85_2020_08_11,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:37,0
dwh_dm,dm_z10_1_prt_188_2022_08_02,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_26_2019_06_25,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:32,0
dwh_dm,dm_z10_1_prt_182_2022_06_21,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_30_2019_07_23,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:32,0
dwh_dm,dm_z10_1_prt_76_2020_06_09,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:36,0
dwh_dm,dm_z10_1_prt_2_2019_01_08,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:30,0
dwh_dm,dm_z10_1_prt_27_2019_07_02,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:32,0
dwh_dm,dm_z10_1_prt_143_2021_09_21,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_23_2019_06_04,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:32,0
dwh_dm,dm_z10_1_prt_171_2022_04_05,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_124_2021_05_11,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_157_2021_12_28,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_65_2020_03_24,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:35,0
dwh_dm,dm_z10_1_prt_133_2021_07_13,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_47_2019_11_19,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:34,0
dwh_dm,dm_z10_1_prt_54_2020_01_07,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:34,0
dwh_dm,dm_z10_1_prt_6_2019_02_05,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:30,0
dwh_dm,dm_z10_1_prt_69_2020_04_21,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:36,0
dwh_dm,dm_z10_1_prt_150_2021_11_09,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_68_2020_04_14,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:35,0
dwh_dm,dm_z10_1_prt_43_2019_10_22,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:33,0
dwh_dm,dm_z10_1_prt_200_2022_10_25,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:55,0
dwh_dm,dm_z10_1_prt_204_2022_11_22,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:55,0
dwh_dm,dm_z10_1_prt_46_2019_11_12,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:34,0
dwh_dm,dm_z10_1_prt_9_2019_02_26,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:30,0
dwh_dm,dm_z10_1_prt_177_2022_05_17,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_142_2021_09_14,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_56_2020_01_21,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:35,0
dwh_dm,dm_z10_1_prt_36_2019_09_03,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:33,0
dwh_dm,dm_z10_1_prt_58_2020_02_04,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:35,0
dwh_dm,dm_z10_1_prt_203_2022_11_15,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:55,0
dwh_dm,dm_z10_1_prt_208_2022_12_20,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:55,0
dwh_dm,dm_z10_1_prt_83_2020_07_28,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:36,0
dwh_dm,dm_z10_1_prt_41_2019_10_08,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:33,0
dwh_dm,dm_z10_1_prt_190_2022_08_16,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_60_2020_02_18,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:35,0
dwh_dm,dm_z10_1_prt_120_2021_04_13,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_107_2021_01_12,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_167_2022_03_08,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_109_2021_01_26,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_79_2020_06_30,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:36,0
dwh_dm,dm_z10_1_prt_82_2020_07_21,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:36,0
dwh_dm,dm_z10_1_prt_151_2021_11_16,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_40_2019_10_01,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:33,0
dwh_dm,dm_z10_1_prt_137_2021_08_10,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_70_2020_04_28,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:36,0
dwh_dm,dm_z10_1_prt_141_2021_09_07,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_173_2022_04_19,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_186_2022_07_19,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_24_2019_06_11,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:32,0
dwh_dm,dm_z10_1_prt_21_2019_05_21,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:31,0
dwh_dm,dm_z10_1_prt_51_2019_12_17,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:34,0
dwh_dm,dm_z10_1_prt_180_2022_06_07,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_106_2021_01_05,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_61_2020_02_25,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:35,0
dwh_dm,dm_z10_1_prt_125_2021_05_18,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_175_2022_05_03,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_103_2020_12_15,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_44_2019_10_29,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:34,0
dwh_dm,dm_z10_1_prt_62_2020_03_03,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:35,0
dwh_dm,dm_z10_1_prt_168_2022_03_15,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_4_2019_01_22,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:30,0
dwh_dm,dm_z10_1_prt_146_2021_10_12,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_183_2022_06_28,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_77_2020_06_16,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:36,0
dwh_dm,dm_z10_1_prt_201_2022_11_01,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:55,0
dwh_dm,dm_z10_1_prt_179_2022_05_31,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_45_2019_11_05,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:34,0
dwh_dm,dm_z10_1_prt_202_2022_11_08,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:55,0
dwh_dm,dm_z10_1_prt_169_2022_03_22,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_115_2021_03_09,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:52,0
dwh_dm,dm_z10_1_prt_195_2022_09_20,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_55_2020_01_14,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:34,0
dwh_dm,dm_z10_1_prt_81_2020_07_14,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:36,0
dwh_dm,dm_z10_1_prt_153_2021_11_30,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_22_2019_05_28,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:32,0
dwh_dm,dm_z10_1_prt_206_2022_12_06,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:55,0
dwh_dm,dm_z10_1_prt_8_2019_02_19,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:30,0
dwh_dm,dm_z10_1_prt_148_2021_10_26,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:53,0
dwh_dm,dm_z10_1_prt_48_2019_11_26,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:34,0
dwh_dm,dm_z10_1_prt_38_2019_09_17,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:33,0
dwh_dm,dm_z10_1_prt_181_2022_06_14,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_184_2022_07_05,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:54,0
dwh_dm,dm_z10_1_prt_39_2019_09_24,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:33,0
dwh_dm,dm_z10_1_prt_57_2020_01_28,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:35,0
dwh_dm,dm_z10_1_prt_67_2020_04_07,1146880,"1120 kB",884736,"864 kB",2031616,"1984 kB",0,2020-09-28 18:26:35,0
